id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
52145784,Ocean view Condo D3- Pool/Jacuzzi/heart of Town,110307075,Diamante,Belize,Belize Islands,17.916719,-87.963971,Entire home/apt,1073,1,0,,,10,296,0,
52238557,Fantastic 2BR Lakefront Mara Laguna 1st-Floor,76414486,Vacasa Belize,Belize,Belize Islands,17.93338,-87.95394,Entire home/apt,357,3,11,2024-06-17,0.31,215,365,6,
52253772,Canal Cottage Tiny home with pool and great WIFI,72404857,Linda,Belize,Belize Islands,17.92094,-87.96215,Entire home/apt,,183,5,2022-01-01,0.13,3,37,0,
52335837,"Villa Tipsy Gecko - Caribbean, Private Pool, Chef",423586426,Robert,Stann Creek,Stann Creek Mainland,16.63064,-88.34482,Entire home/apt,2750,6,14,2024-04-20,0.38,1,207,3,
52440480,"Lovely Single Suite, with free parking",315936854,Yiu Wah,Belize,Belize Islands,17.7377,-88.02659,Entire home/apt,192,1,4,2024-03-14,0.17,8,319,3,
52440558,Deluxe Room in a Private Reserve,817242,Michael,Cayo,Cayo,17.16336765404784,-89.06922941623519,Private room,247,1,2,2024-11-10,0.95,7,316,2,
52455354,Sittee River Retreat - Entire Home,200164187,Jennifer,Stann Creek,Stann Creek Mainland,16.83348,-88.29642,Entire home/apt,,2,0,,,1,0,0,
52470056,MERMAID MANOR ON THE OCEAN!,9634555,Janice & Larry,Corozal,Corozal,18.44311,-88.31095,Entire home/apt,252,3,4,2024-04-15,0.29,1,317,2,
52582847,Martha's Gold Standard Certified,98380882,Martha,Cayo,Cayo,17.15683,-89.0695,Private room,,2,44,2024-12-23,1.19,5,339,17,
52635468,Charming Studio | Pool | Patio | Tennis,76414486,Vacasa Belize,Stann Creek,Stann Creek Mainland,16.98142,-88.28856,Entire home/apt,303,2,2,2022-05-11,0.05,215,365,0,
52635470,Studio | Gated Community | Pool | Tennis,76414486,Vacasa Belize,Stann Creek,Stann Creek Mainland,16.98135,-88.28875,Entire home/apt,285,2,1,2023-04-17,0.05,215,365,0,
52635471,Studio Cabana | Pool | Patio | Tennis,76414486,Vacasa Belize,Stann Creek,Stann Creek Mainland,16.98329,-88.29021,Entire home/apt,285,2,1,2021-11-20,0.03,215,362,0,
52637359,Next2sea Apt 3,327787099,Melinda,Belize,Belize Islands,17.9274,-87.95922,Entire home/apt,182,2,96,2024-12-06,2.52,4,293,29,
52654712,"Private BeachFront Casa Grande, Sleeps 12, WiFi",373040053,Roger,Belize,Belize Islands,18.03413,-87.89639,Entire home/apt,1007,5,8,2024-09-07,0.61,1,226,7,
52659129,Beautiful Goodness of  God 3 bedroom house.,308598877,Nyomi,Cayo,Cayo,17.15264,-89.07976,Entire home/apt,,1,0,,,2,0,0,
52665602,Jamaican Bamboo Cabin 1 bedroom Studio,44173414,Philip,Corozal,Corozal,18.4154,-88.45554,Entire home/apt,100,1,6,2024-12-04,0.53,1,85,6,
52731813,Modern 2 Bdrm Beach Cottage w/ Stunning Views,8003973,Corrina,Belize,Belize Islands,17.88312,-88.00312,Entire home/apt,858,3,2,2023-04-28,0.09,17,352,0,
52733590,"chic upper studio on the beach, wifi.",426910560,Roberto,Belize,Belize Islands,17.98246,-87.92388,Entire home/apt,190,3,73,2024-12-24,2.00,3,273,39,
52760533,Fully A.C. Colonial  home with spectacular view.,331822980,Danilo And Maddie,Cayo,Cayo,17.15354,-89.07822,Entire home/apt,141,1,152,2024-11-18,3.93,2,285,24,
52767143,Discounted stay -Every $ Counts - NO AC!,93123112,Lee,Belize,Belize Islands,17.89925,-87.97729,Private room,,1,0,,,17,365,0,
52780196,Feel the island breeze with a side of pool,307349370,Wilner,Stann Creek,Stann Creek Mainland,16.96935,-88.23261,Private room,307,1,0,,,10,357,0,
52780341,Feel the breeze at Fia,307349370,Wilner,Stann Creek,Stann Creek Mainland,16.96841,-88.23122,Private room,295,1,0,,,10,357,0,
52780580,Enjoy yourself in the cabana Bella,307349370,Wilner,Stann Creek,Stann Creek Mainland,16.96996,-88.23053,Private room,307,1,2,2024-01-05,0.15,10,357,1,
52794058,Standard Apartment/Pool Access/Resort View,22825438,Bart,Cayo,Cayo,17.150908,-89.058418,Entire home/apt,,2,2,2022-11-14,0.06,10,0,0,
52797617,"The Puppyfoot Bungalow | 2 BD 1 BA | WiFi, Netflix",43307110,Nichole,Belize,Belize Mainland,17.55758,-88.30302,Entire home/apt,141,2,26,2022-12-21,0.68,1,324,0,
52799938,Beautiful  Goodness 3bed room Home,426355301,Marina,Cayo,Cayo,17.09773,-88.94116,Entire home/apt,,1,0,,,1,0,0,
52822014,Lucky Seed House -Beach front-3 bdrm,427646137,Paul,Belize,Belize Islands,17.9715,-87.92857,Entire home/apt,653,4,4,2024-02-14,0.16,1,225,2,
52836495,Family Apartment /Two bedrooms/ Pool Access,22825438,Bart,Cayo,Cayo,17.15003,-89.05925,Entire home/apt,,2,3,2024-12-04,0.10,10,0,1,
52838579,Economy Apartment/Pool Access/Garden View,22825438,Bart,Cayo,Cayo,17.150907516479492,-89.05841827392578,Entire home/apt,,2,2,2022-04-28,0.06,10,0,0,
52842112,Standard Cabin/1 Queen Bed/Pool Access/Resort View,22825438,Bart,Cayo,Cayo,17.150908,-89.058418,Entire home/apt,,2,8,2023-02-03,0.24,10,0,0,
52842483,Standard Bungalow/ Pool Access/ Garden Views,22825438,Bart,Cayo,Cayo,17.150908,-89.058418,Entire home/apt,,2,16,2024-09-11,0.47,10,0,3,
52859101,Double room-Designer-Ensuite with Shower-Courtyard,427948310,Giambattista,Belize,Belize Islands,17.73837,-88.02438,Private room,,1,0,,,8,272,0,
52903730,"Coastal lower Studio-on the beach, free wifi",426910560,Roberto,Belize,Belize Islands,17.98117,-87.92399,Entire home/apt,190,3,48,2024-12-27,1.34,3,298,29,
52917221,Modern Beach Living Villa A,428398152,Chris,Stann Creek,Stann Creek Mainland,16.6557103,-88.3125578,Entire home/apt,474,2,71,2024-12-26,1.93,1,310,19,
52936351,Basic Double studio w/ Pool Access #9,197556576,Jessy,Belize,Belize Islands,17.74227,-88.02561,Entire home/apt,193,1,5,2023-05-12,0.15,8,339,0,
52937031,Sunrise & Seaview Double Studio #10,197556576,Jessy,Belize,Belize Islands,17.74096,-88.02572,Entire home/apt,213,1,20,2024-08-09,0.53,8,297,6,
52940115,Basic Double studio w/ Pool Access  #11,197556576,Jessy,Belize,Belize Islands,17.74256,-88.02346,Entire home/apt,196,1,9,2024-07-17,0.35,8,328,5,
52940208,Sunrise & Seaview Double Studio #12,197556576,Jessy,Belize,Belize Islands,17.74262,-88.02392,Entire home/apt,199,1,20,2024-12-14,0.53,8,320,11,
52957574,Cute 2 bd 1 bath bungalow,28540396,Queen Selena,Belize,Belize Mainland,17.56129,-88.28937,Entire home/apt,140,2,14,2024-08-30,0.61,1,177,6,
52992722,Standard Cabin/ Garden View/ Pool Access,22825438,Bart,Cayo,Cayo,17.1509085,-89.05842040000002,Entire home/apt,,2,0,,,10,0,0,
53008889,3 The Beach House - Condo Downtown San Pedro,59990092,Monica,Belize,Belize Islands,17.91954,-87.96167,Entire home/apt,268,2,150,2024-12-26,3.91,5,242,45,
53042562,Penthouse top floor beach front #4,144478335,Brandon,Belize,Belize Islands,17.74132,-88.02446,Entire home/apt,242,1,40,2024-12-10,1.46,6,326,16,
53042941,Charming 11BR | Pool | Patio | Tennis,76414486,Vacasa Belize,Stann Creek,Stann Creek Mainland,16.9832,-88.28847,Entire home/apt,1713,2,0,,,215,365,0,
53044353,Ocean view and pool view 3 floor condo #20,144478335,Brandon,Belize,Belize Islands,17.74133,-88.02347,Private room,223,1,16,2024-09-27,0.68,6,286,10,
53044495,Coral View Hotel Double Balcony Rooms,413553460,Weiquan,Belize,Belize Islands,17.743244,-88.025009,Private room,,1,5,2024-03-14,0.16,2,0,3,
53045261,Coral View Hotel Single Balcony Rooms,413553460,Weiquan,Belize,Belize Islands,17.741755,-88.024559,Private room,,1,30,2024-04-22,0.80,2,0,10,
53045725,Casa Blanca & The Pool Club @ Mahogany Bay,429412639,MB Luxury Vacation Rentals,Belize,Belize Islands,17.89843,-87.97915,Entire home/apt,1344,3,67,2024-11-22,1.88,1,279,22,
53047865,"Private Luxury Jungle Villa Near San Ignacio, BZE",394972587,Larry,Cayo,Cayo,17.17072,-89.10942,Entire home/apt,558,1,6,2023-06-16,0.16,4,343,0,
53048671,Ocean Views In Village 1/1Private Condo 2 Terraces,410332219,Stefanie,Belize,Belize Islands,17.743444,-88.023827,Entire home/apt,466,2,44,2024-11-23,1.15,1,331,15,
53065881,Sea & Pool View Double Studio #14,197556576,Jessy,Belize,Belize Islands,17.74265,-88.02378,Private room,216,1,6,2024-07-27,0.25,8,13,3,
53133241,Corner Casa - Tiny Garden Studio in Village,8801829,Amanda,Belize,Belize Islands,17.74232,-88.02327,Entire home/apt,232,2,77,2024-12-20,2.04,2,215,28,
53142589,Suite-Designer-Ensuite with Shower - Sunrise Suite,427948310,Giambattista,Belize,Belize Islands,17.7398,-88.02433,Private room,678,1,0,,,8,291,0,
53194420,Lazy Palm Suites- Easy Breezy Suite- Oceanfront,430624991,Nicolle,Stann Creek,Stann Creek Mainland,16.515886,-88.365913,Entire home/apt,787,2,2,2024-11-24,0.63,5,205,2,
53198399,Ocean view Condo D2- Pool/Jacuzzi/heart of Town,110307075,Diamante,Belize,Belize Islands,17.91672,-87.963971,Entire home/apt,1045,1,15,2024-12-26,0.40,10,314,5,
53198778,Ocean view Condo D1- Pool/Jacuzzi/heart of Town,110307075,Diamante,Belize,Belize Islands,17.916719,-87.963971,Entire home/apt,1051,1,12,2024-06-03,0.32,10,314,2,
53211295,Junior Cabin/1 Bedroom/Pool Access/Resort View,22825438,Bart,Cayo,Cayo,17.15016,-89.05756,Entire home/apt,,2,7,2024-04-25,0.20,10,0,1,
53211659,Panoramic Bungalow /Garden Views /Pool Access,22825438,Bart,Cayo,Cayo,17.150908,-89.058418,Entire home/apt,,2,1,2022-08-28,0.04,10,0,0,
53220700,Casa Palma 1 BR Beach Suite - South,193784526,Perfecto,Stann Creek,Stann Creek Mainland,16.52256,-88.36976,Entire home/apt,,365,2,2023-04-16,0.06,6,304,0,
53233110,Cozy 3BR Lakefront Mara Laguna | Patio | Pool,76414486,Vacasa Belize,Belize,Belize Islands,17.9361,-87.95538,Entire home/apt,389,3,29,2024-07-31,0.84,215,326,9,
53256169,PV 7A Condo in Paradise Villas - In town,151270790,Nellie,Belize,Belize Islands,17.92307,-87.95905,Entire home/apt,343,3,31,2024-12-21,0.84,35,301,18,
53274582,Locationx3! Beachfront Standard Double Room! RM#1,335595596,Marceli,Belize,Belize Islands,17.918108,-87.962875,Private room,175,1,35,2024-12-18,0.94,11,296,5,
53275924,Locationx3! Beach Front Standard Double Room RM#2,335595596,Marceli,Belize,Belize Islands,17.918064,-87.962898,Private room,179,1,45,2024-12-23,1.21,11,300,10,
53276709,Locationx3! Beach Front Standard Double Room! RM#3,335595596,Marceli,Belize,Belize Islands,17.92047,-87.96288,Private room,,1,28,2024-10-25,0.74,11,0,3,
53282087,Spacious 3 bedroom home in Dangriga,254221384,Tobin,Stann Creek,Stann Creek Mainland,16.97972,-88.2295,Entire home/apt,205,1,29,2024-12-09,0.79,2,326,8,
53299002,Casa Palma 1BR Deluxe Suite #2,193784526,Perfecto,Stann Creek,Stann Creek Mainland,16.52203,-88.36787,Entire home/apt,,365,3,2024-04-02,0.29,6,328,3,
53299087,Casa Palma 1BR Deluxe Suite #3,193784526,Perfecto,Stann Creek,Stann Creek Mainland,16.52194,-88.36917,Entire home/apt,,365,3,2024-04-29,0.10,6,329,1,
53306834,Lazy Palm Suites- Sea La Vie Suite- Oceanfront,430624991,Nicolle,Stann Creek,Stann Creek Mainland,16.515701,-88.365845,Entire home/apt,343,2,18,2024-12-01,0.48,5,218,6,
53319436,Lazy Palm Suites- YOLO and No Regrets Combined,430624991,Nicolle,Stann Creek,Stann Creek Mainland,16.516,-88.36676,Entire home/apt,787,2,19,2024-11-24,0.56,5,184,6,
53320113,Lazy Palm Suites- YOLO Suite- Oceanfront,430624991,Nicolle,Stann Creek,Stann Creek Mainland,16.51673,-88.36689,Entire home/apt,525,2,25,2024-12-08,0.74,5,190,9,
53334168,Lazy Palm Suites- Easy Breezy & Seal La Vie as one,430624991,Nicolle,Stann Creek,Stann Creek Mainland,16.51698,-88.36586,Entire home/apt,686,2,4,2024-06-16,0.12,5,205,1,
53368676,"Cabana, Private Beach, wifi, AC, Pool- Del Rio RCR",411601578,Alishah,Belize,Belize Islands,17.90444,-87.97628,Private room,,2,1,2024-04-01,0.11,7,363,1,
53378742,"Bermuda Palms 10, beautiful oceanfront condo, pool",144130330,BelizeIt,Belize,Belize Islands,17.926428,-87.958874,Entire home/apt,615,3,8,2024-12-27,0.22,25,259,6,
53379696,PV 11B Relaxing Vibes in Paradise In town,151270790,Nellie,Belize,Belize Islands,17.92376,-87.95968,Entire home/apt,323,3,93,2024-12-26,2.85,35,243,41,
53379727,Lovely blue bedroom sea side apartment with pool.,432194135,Abel,Belize,Belize Islands,17.73135,-88.02837,Entire home/apt,160,1,14,2024-04-24,0.63,3,310,10,
53380642,Lovely green bedroom sea side apartment with pool.,432194135,Abel,Belize,Belize Islands,17.73251,-88.02794,Entire home/apt,140,1,27,2024-07-28,0.75,3,297,15,
53394319,Tropical 1 Bedroom Cabana on the Sea (Adults Only),432320685,Michelle,Stann Creek,Stann Creek Mainland,16.610874,-88.353271,Private room,577,3,15,2024-05-27,0.40,1,317,5,
53421994,Luxurious 2 BDRM Villa with Private Pool and Views,8003973,Corrina,Cayo,Cayo,17.09957,-89.10015,Entire home/apt,1499,3,21,2024-12-24,0.62,17,359,10,
53430490,Jungle cabana close to the river in Harmonyville,148364493,Allie,Cayo,Cayo,17.2265,-88.85897,Entire home/apt,81,1,4,2023-12-30,0.11,1,334,1,
53438330,"Cabana, Private beach, pool, Wifi, AC -Coconut RCR",411601578,Alishah,Belize,Belize Islands,17.92207,-87.96051,Private room,474,2,0,,,7,363,0,
53463444,The Sea Glass Inn - Gardenview Guestroom,432925921,Lori,Stann Creek,Stann Creek Mainland,16.512432,-88.366539,Private room,414,3,2,2024-04-02,0.06,2,333,1,
53463463,Spacious 1-bed condo with pool + ocean/lagoon view,432925427,Liv,Belize,Belize Islands,17.93293,-87.95432,Entire home/apt,,180,0,,,1,0,0,
53473457,PV 11A Gold Std Garden View In Town,151270790,Nellie,Belize,Belize Islands,17.92334,-87.9606,Entire home/apt,323,3,29,2024-09-17,0.78,35,280,9,
53529458,Beautiful Townhome Overlooking the Caribbean,419334023,Michelle,Stann Creek,Stann Creek Mainland,16.5103816986084,-88.37150573730469,Entire home/apt,628,2,4,2022-04-09,0.11,1,307,0,
53544791,Budget Quad Spacious Room at a Beach Condo 16,197556576,Jessy,Belize,Belize Islands,17.74146,-88.02263,Private room,,1,4,2024-04-02,0.11,8,314,1,
53583708,Grand Baymen Gardens - Anchor 2 bed/2bath Condo,45444370,ECI Development,Belize,Belize Islands,17.91742,-87.96414,Entire home/apt,595,3,2,2023-02-23,0.05,11,362,0,
53663341,Itz'ana Resort & Residence- Resort in Placencia,434568831,Lusilla,Stann Creek,Stann Creek Mainland,16.5672,-88.36471,Entire home/apt,11011,1,0,,,1,329,0,
53716960,On the Beach with Private Pool,435059298,Belize Bay,Toledo,Toledo Mainland,16.12127,-88.79284,Entire home/apt,182,5,4,2024-02-02,0.17,1,336,1,
53722857,Jabiru Stork Suite,435105046,Sitnah,Belize,Belize Mainland,17.64786,-88.37826,Entire home/apt,100,1,51,2024-12-20,1.39,5,295,24,
53772317,Location!Location!Location!BeachFront Casita RM# 9,335595596,Marceli,Belize,Belize Islands,17.91791,-87.96202,Private room,243,1,3,2022-03-29,0.08,11,312,0,
53773192,Location!Location! Beachfront Junior Suite RM#15,335595596,Marceli,Belize,Belize Islands,17.9171,-87.96337,Private room,,1,9,2024-12-23,0.25,11,0,7,
53779951,Lighthouse Ministry Guest Apartment-close & cosy!,25618528,Clive,Belize,Belize Islands,17.92104,-87.95911,Entire home/apt,222,2,63,2024-12-28,1.73,2,329,21,
53785608,Locationx3! Beachfront Junior Suite! RM#12,335595596,Marceli,Belize,Belize Islands,17.91903,-87.96327,Private room,,1,17,2024-04-01,0.47,11,0,1,
53799651,"Amazing sea view, sleeps up to 4, fully equipped!",253900798,Ed,Belize,Belize Islands,18.028445,-87.900332,Entire home/apt,436,2,14,2024-07-28,0.41,1,287,5,
53807160,"Firefly Breeze - Tiny House, Pool, Jungle Garden",604999,Bobbi,Belize,Belize Islands,17.73836,-88.03097,Entire home/apt,236,2,78,2024-12-05,2.14,19,285,37,
53816993,Ocean Front House - Beautiful & Relaxing,269272542,Tricia,Stann Creek,Stann Creek Mainland,16.60628,-88.35483,Entire home/apt,,3,1,2022-05-06,0.03,4,0,0,
53867261,Farmhouse  2-bedroom Cabin in Spanish Lookout !,195718628,Bernhard & Bertha,Cayo,Cayo,17.24595,-88.99061,Entire home/apt,175,2,47,2024-12-26,1.31,2,309,14,
53891847,Villa Tortuga- 3 Bedroom Suite,402636567,Carlos,Belize,Belize Islands,17.880388,-87.992722,Entire home/apt,1261,1,9,2024-07-25,0.29,22,305,5,
53902832,Pool & Beach Walkout Suite - Casa Del Sol Naciente,402636567,Carlos,Belize,Belize Islands,17.880241,-87.992722,Entire home/apt,1261,1,27,2024-11-17,0.81,22,276,16,
53906116,Villa La Isla- 3 Bedroom Condo,402636567,Carlos,Belize,Belize Islands,17.880241,-87.992722,Entire home/apt,1261,1,25,2024-08-05,0.77,22,259,10,
53906453,Sea Renity- Top Floor Luxury Condo (3BDR),402636567,Carlos,Belize,Belize Islands,17.880699,-87.992805,Entire home/apt,1261,1,10,2024-03-22,0.29,22,294,3,
53906913,Blue Haven- 3 Bedroom Residence,402636567,Carlos,Belize,Belize Islands,17.880241,-87.992722,Entire home/apt,1261,1,9,2024-05-31,0.26,22,108,3,
53907208,Isle Be Back - Luxury Beachfront Residence,402636567,Carlos,Belize,Belize Islands,17.880241,-87.992722,Entire home/apt,1261,1,21,2024-11-30,0.63,22,271,11,
53907533,Hip Nautic- 3 Bedroom Vacation Home,402636567,Carlos,Belize,Belize Islands,17.880241,-87.992722,Entire home/apt,1261,1,7,2024-05-31,0.22,22,184,1,
53907616,Shore To Please - Top-Floor Family Condo,402636567,Carlos,Belize,Belize Islands,17.88078,-87.99311,Entire home/apt,1261,1,10,2024-03-03,0.31,22,269,1,
53907881,Conched Out- 3 Bedroom Vacation Home,402636567,Carlos,Belize,Belize Islands,17.880241,-87.992722,Entire home/apt,1059,3,2,2024-12-18,0.07,22,291,1,
53908103,Bonita Vista- 3 Bedroom Vacation Home,402636567,Carlos,Belize,Belize Islands,17.88003,-87.99377,Entire home/apt,1059,1,5,2024-05-28,0.15,22,250,1,
53908246,Casa De La Suerte- 3 Bedroom Vacation Home,402636567,Carlos,Belize,Belize Islands,17.87989,-87.99186,Entire home/apt,1059,1,6,2024-03-01,0.25,22,324,2,
53908399,De La Isla Bonita- 3 Bedroom Vacation Home,402636567,Carlos,Belize,Belize Islands,17.880241,-87.992722,Entire home/apt,1059,1,5,2024-02-29,0.19,22,289,1,
53908569,The Sunrise Suite- 3 Bedroom Vacation Home,402636567,Carlos,Belize,Belize Islands,17.88135,-87.9934,Entire home/apt,1059,1,35,2024-12-23,1.03,22,312,9,
53923980,Lovely 2-bedroom rental unit with free parking.,436826051,Lloyd,Belize,Belize Mainland,17.4830278,-88.24355555555556,Entire home/apt,206,1,28,2024-10-27,0.83,7,349,5,
53925388,Toucan Do It Too - Tropical Vacation Home,402636567,Carlos,Belize,Belize Islands,17.881,-87.99227,Entire home/apt,1059,1,17,2024-06-21,0.52,22,281,4,
53925565,Reel Paradise- 3 Bedroom Vacation Home,402636567,Carlos,Belize,Belize Islands,17.880241,-87.992722,Entire home/apt,1059,1,6,2023-12-30,0.19,22,298,1,
53952015,Roomy 2BR 1st-Floor | Patio | Pool | Kitchenette,76414486,Vacasa Belize,Cayo,Cayo,17.1609,-89.0516,Entire home/apt,180,2,0,,,215,365,0,
53955397,Gold Standard Certified First Lady Suite,98380882,Martha,Cayo,Cayo,17.1578,-89.06975,Private room,,2,4,2024-05-07,0.28,5,339,3,
53981213,Private Room in Peaceful Waterfront Condo w/ Pool,197686209,Russelee & Scott,Stann Creek,Stann Creek Mainland,16.51281,-88.36858,Private room,,3,1,2022-01-25,0.03,2,0,0,
53982687,Nabitunich Resort - Wooden Cabin with a view,295553032,Dominic,Cayo,Cayo,17.099537,-89.127846,Private room,151,1,10,2024-10-18,0.28,9,263,3,
54038429,Charming 1 Bedroom on the upper flat with balcony.,421322150,Kirsten,Belize,Belize Mainland,17.50208,-88.18963,Private room,177,1,36,2024-12-21,1.01,14,348,7,
54038720,Charming 1 Bedroom on the upper flat with balcony.,421322150,Kirsten,Belize,Belize Mainland,17.50148,-88.19118,Private room,177,1,69,2024-08-21,1.90,14,346,3,
54038963,"Family, 1 bedroom; 1 queen 1 twin bed + parking.",421322150,Kirsten,Belize,Belize Mainland,17.50179,-88.19192,Private room,204,1,73,2024-12-05,2.01,14,352,19,
54048259,"Mini Bedroom Suite, Free Parking on premises.",421322150,Kirsten,Belize,Belize Mainland,17.5038,-88.1903,Private room,244,1,26,2024-03-20,0.75,14,355,1,
54066823,1BR Oceanfront Mara Laguna 2nd-Floor | Balcony,76414486,Vacasa Belize,Belize,Belize Islands,17.93233,-87.95576,Entire home/apt,311,3,7,2024-03-05,0.20,215,365,2,
54066955,Beautiful 2BR Waterview Mara Laguna 2nd-Floor,76414486,Vacasa Belize,Belize,Belize Islands,17.93361,-87.95415,Entire home/apt,262,3,8,2024-08-19,0.23,215,351,1,
54072805,Nabitunich Resort - Cozy cottage on farm w views,295553032,Dominic,Cayo,Cayo,17.09846,-89.12931,Private room,140,1,2,2022-04-06,0.06,9,265,0,
54080379,Nabitunich Resort - Cozy cottage on farm w views,295553032,Dominic,Cayo,Cayo,17.10022,-89.12683,Private room,,1,0,,,9,280,0,
54080454,Nabitunich Resort - Cozy cottage on farm w views,295553032,Dominic,Cayo,Cayo,17.10014,-89.12808,Private room,140,1,0,,,9,275,0,
54111901,Scarlet Macaw Suite,435105046,Sitnah,Belize,Belize Mainland,17.6473388671875,-88.37667083740234,Entire home/apt,110,1,51,2024-12-07,1.41,5,348,19,
54184604,Charming Cabana in Paradise #18,406013307,Ramon,Belize,Belize Islands,17.739948,-88.02488,Private room,,1,159,2024-12-02,4.56,10,328,69,
54185431,Beach Suite with a Sea View on the Beach #14,406013307,Ramon,Belize,Belize Islands,17.739948,-88.02488,Private room,452,1,36,2024-11-19,1.04,10,331,16,
54201034,Economy Room at Tropical Paradise Express #22,406013307,Ramon,Belize,Belize Islands,17.739948,-88.02488,Private room,142,1,31,2024-11-05,0.87,10,319,14,
54278785,"Renovated, oceanfront condo with balcony",76414486,Vacasa Belize,Belize,Belize Islands,17.93503,-87.95502,Entire home/apt,329,3,11,2024-11-30,0.57,215,361,9,
54278811,Mountain-view 3BR with private pool,76414486,Vacasa Belize,Stann Creek,Stann Creek Mainland,16.78628,-88.31735,Entire home/apt,,2,7,2024-11-20,0.20,215,365,5,
54278865,Secluded 3BR Mountainview Dog Friendly | Pool,76414486,Vacasa Belize,Stann Creek,Stann Creek Mainland,16.78527,-88.31536,Entire home/apt,,2,3,2024-08-18,0.12,215,365,2,
54290158,Lovely 2-bedroom rental unit with free parking,436826051,Lloyd,Belize,Belize Mainland,17.48401,-88.24449,Entire home/apt,206,1,59,2024-11-18,1.64,7,356,16,
54306344,Charming 1 Bedroom on the upper flat with balcony.,421322150,Kirsten,Belize,Belize Mainland,17.50299,-88.1903,Private room,177,1,47,2024-09-24,1.31,14,357,13,
54312858,Hotel Maya - Corozal in comfort - Rm 17A,346457365,Sylvia,Corozal,Corozal,18.38399,-88.39434,Private room,,1,11,2024-12-16,0.32,5,364,3,
54318352,Charming Cabana  in Paradise #9,406013307,Ramon,Belize,Belize Islands,17.739948,-88.02488,Private room,219,1,34,2024-11-23,0.95,10,276,13,
54322196,Hotel Maya - Corozal in comfort - Room 1,346457365,Sylvia,Corozal,Corozal,18.38477,-88.3945,Private room,101,1,46,2024-12-23,1.29,5,365,7,
54353346,Charming 1 Bedroom on the upper flat with balcony.,421322150,Kirsten,Belize,Belize Mainland,17.50323,-88.19019,Private room,177,1,44,2024-12-21,1.24,14,347,16,
54359524,Villa 9 at Chial Reserve Jungle wit Private Pool,82414606,Julian,Cayo,Cayo,17.09611,-89.09778,Entire home/apt,986,1,16,2024-08-02,0.46,4,359,7,
54377036,Comfy Economy Room #26,406013307,Ramon,Belize,Belize Islands,17.739948,-88.02488,Private room,142,1,180,2024-12-14,5.24,10,319,76,
499064487139096957,Suite-Designer-Ensuite with Shower-Treetops Suite,427948310,Giambattista,Belize,Belize Islands,17.73839,-88.02416,Private room,,1,3,2023-04-13,0.13,8,282,0,
499064554424145549,Countryside view - Sunset Suite,427948310,Giambattista,Belize,Belize Islands,17.73976,-88.02606,Private room,,1,1,2022-03-26,0.03,8,310,0,
499064611872638017,Studio-Designer-Ensuite with Shower-Ocean View,427948310,Giambattista,Belize,Belize Islands,17.73865,-88.02489,Entire home/apt,547,1,1,2024-03-18,0.10,8,297,1,
499064671243876734,Double room-Designer-Ensuite with Shower-OceanView,427948310,Giambattista,Belize,Belize Islands,17.73908,-88.02412,Private room,492,1,0,,,8,248,0,
533211878022785168,Kyle's Beachside Unit 18,163023207,Kirk,Belize,Belize Islands,17.74258,-88.02401,Entire home/apt,234,1,47,2024-12-14,1.33,2,168,26,
546246976140983425,Quick to Town! Beachfront. Amazing Sunrises. BR2,65390255,Sunrise,Belize,Belize Islands,17.91559,-87.96563,Entire home/apt,299,1,12,2024-11-20,0.38,30,275,7,
546436886636266941,Elle's 2 bedroom/2 bathroom,438771620,Ramona,Cayo,Cayo,17.15051,-89.08225,Entire home/apt,153,2,54,2024-11-29,1.55,3,291,25,
547598509020650030,"One Bedroom, Full kitchen, Placencia Village",442039481,Craig,Stann Creek,Stann Creek Mainland,16.5231,-88.36843,Entire home/apt,345,1,0,,,3,215,0,
547606827891119860,"One Bedroom, Full kitchen, Placencia Village",442039481,Craig,Stann Creek,Stann Creek Mainland,16.52256,-88.36959,Entire home/apt,345,1,2,2024-05-07,0.07,3,269,1,
547627164283066243,"One Bedroom, Full Kitchen, Placencia Village",442039481,Craig,Stann Creek,Stann Creek Mainland,16.52166,-88.37027,Entire home/apt,345,1,4,2024-12-02,0.15,3,288,1,
550142506962460887,Elle's Place Studio #1,438771620,Ramona,Cayo,Cayo,17.14915,-89.08214,Entire home/apt,85,2,87,2024-12-22,2.48,3,282,42,
554329511869731172,"Lucky Duck Villa - Huge Beachfront, Pool and Pier",72483617,Kathleen,Stann Creek,Stann Creek Mainland,16.60396,-88.35529,Entire home/apt,2421,6,1,2024-01-05,0.08,30,122,1,
554362165379580859,Silver Leaf Villa-Beautiful Entire Home-Waterfront,33301114,Shanna,Stann Creek,Stann Creek Mainland,16.521530151367188,-88.37183380126953,Entire home/apt,882,3,9,2024-06-30,0.28,2,270,1,
555175734171938625,Island Cabana on Ranguana Caye near Placencia,246037265,Ranguana Caye,Stann Creek,Stann Creek Mainland,16.54412,-88.35561,Private room,1241,1,1,2022-10-06,0.04,1,347,0,
555773735044185956,Your Private All-Inclusive Caribbean Experience,8003973,Corrina,Belize,Belize Islands,17.91703,-87.96363,Entire home/apt,6174,3,0,,,17,365,0,
